Word,W_Length,W_TotalStrokes,W_Count,W(log),W_million,W_CD,W_CD(log),W_CD(ratio)
租金,2,18,207,2.316,6.17,156,2.1931,2.5
清新,2,24,207,2.316,6.17,154,2.1875,2.47
继父,2,14,207,2.316,6.17,120,2.0792,1.92
比分,2,8,207,2.316,6.17,105,2.0212,1.68
众多,2,12,207,2.316,6.17,195,2.29,3.12
人情,2,13,207,2.316,6.17,183,2.2625,2.93
防卫,2,9,207,2.316,6.17,142,2.1523,2.27
巡回,2,12,207,2.316,6.17,145,2.1614,2.32
丸,1,3,206,2.3139,6.14,106,2.0253,1.7
谱,1,14,206,2.3139,6.14,164,2.2148,2.63
屁话,2,15,206,2.3139,6.14,167,2.2227,2.67
金融,2,24,206,2.3139,6.14,156,2.1931,2.5
正要,2,14,206,2.3139,6.14,196,2.2923,3.14
界限,2,17,206,2.3139,6.14,165,2.2175,2.64
专用,2,9,206,2.3139,6.14,174,2.2405,2.79
直言,2,15,206,2.3139,6.14,194,2.2878,3.11
南茜,2,18,206,2.3139,6.14,26,1.415,0.42
快快,2,14,206,2.3139,6.14,145,2.1614,2.32
剩余,2,19,206,2.3139,6.14,167,2.2227,2.67
袖手旁观,4,30,206,2.3139,6.14,181,2.2577,2.9
救助,2,18,206,2.3139,6.14,139,2.143,2.23
聆听,2,18,206,2.3139,6.14,159,2.2014,2.55
品尝,2,18,206,2.3139,6.14,174,2.2405,2.79
窃听,2,16,206,2.3139,6.14,121,2.0828,1.94
距,1,11,206,2.3139,6.14,165,2.2175,2.64
胆小,2,12,206,2.3139,6.14,173,2.238,2.77
病历,2,14,206,2.3139,6.14,121,2.0828,1.94
可行,2,11,205,2.3118,6.11,188,2.2742,3.01
囚禁,2,18,205,2.3118,6.11,163,2.2122,2.61
怒火,2,13,205,2.3118,6.11,166,2.2201,2.66
种子,2,12,205,2.3118,6.11,156,2.1931,2.5
不已,2,7,205,2.3118,6.11,189,2.2765,3.03
树上,2,12,205,2.3118,6.11,160,2.2041,2.56
雕塑,2,29,205,2.3118,6.11,112,2.0492,1.79
柯达,2,15,205,2.3118,6.11,29,1.4624,0.46
前线,2,17,205,2.3118,6.11,126,2.1004,2.02
瘤,1,15,205,2.3118,6.11,116,2.0645,1.86
装扮,2,19,205,2.3118,6.11,176,2.2455,2.82
平台,2,10,205,2.3118,6.11,125,2.0969,2
路口,2,16,205,2.3118,6.11,159,2.2014,2.55
臀,1,17,205,2.3118,6.11,150,2.1761,2.4
快感,2,20,205,2.3118,6.11,158,2.1987,2.53
带到,2,17,205,2.3118,6.11,197,2.2945,3.16
经纪,2,14,205,2.3118,6.11,135,2.1303,2.16
理念,2,19,205,2.3118,6.11,139,2.143,2.23
乐团,2,11,205,2.3118,6.11,108,2.0334,1.73
派出,2,14,205,2.3118,6.11,169,2.2279,2.71
欺诈,2,19,205,2.3118,6.11,162,2.2095,2.59
共和国,3,22,204,2.3096,6.08,87,1.9395,1.39
外加,2,10,204,2.3096,6.08,181,2.2577,2.9
大多,2,9,204,2.3096,6.08,188,2.2742,3.01
用餐,2,21,204,2.3096,6.08,168,2.2253,2.69
脆,1,10,204,2.3096,6.08,144,2.1584,2.31
小便,2,12,204,2.3096,6.08,164,2.2148,2.63
玛利亚,3,20,204,2.3096,6.08,94,1.9731,1.51
马拉松,3,19,204,2.3096,6.08,93,1.9685,1.49
手势,2,12,204,2.3096,6.08,135,2.1303,2.16
淡,1,11,204,2.3096,6.08,171,2.233,2.74
嫩,1,14,204,2.3096,6.08,175,2.243,2.8
隐蔽,2,25,204,2.3096,6.08,164,2.2148,2.63
目录,2,13,204,2.3096,6.08,145,2.1614,2.32
望远镜,3,34,204,2.3096,6.08,119,2.0755,1.91
螃蟹,2,35,204,2.3096,6.08,97,1.9868,1.55
充足,2,13,204,2.3096,6.08,188,2.2742,3.01
称职,2,21,204,2.3096,6.08,181,2.2577,2.9
驴,1,7,204,2.3096,6.08,142,2.1523,2.27
冒昧,2,18,204,2.3096,6.08,185,2.2672,2.96
棉,1,12,204,2.3096,6.08,114,2.0569,1.83
邮箱,2,22,204,2.3096,6.08,155,2.1903,2.48
能耐,2,19,204,2.3096,6.08,174,2.2405,2.79
格雷,2,23,204,2.3096,6.08,54,1.7324,0.86
抑制,2,15,204,2.3096,6.08,168,2.2253,2.69
教徒,2,21,204,2.3096,6.08,148,2.1703,2.37
排名,2,17,204,2.3096,6.08,143,2.1553,2.29
人工,2,5,204,2.3096,6.08,163,2.2122,2.61
说服力,3,19,204,2.3096,6.08,187,2.2718,3
可言,2,12,203,2.3075,6.05,195,2.29,3.12
投手,2,11,203,2.3075,6.05,82,1.9138,1.31
轮子,2,11,203,2.3075,6.05,144,2.1584,2.31
产业,2,11,203,2.3075,6.05,155,2.1903,2.48
触摸,2,26,203,2.3075,6.05,161,2.2068,2.58
锦标赛,3,36,203,2.3075,6.05,86,1.9345,1.38
江,1,6,203,2.3075,6.05,55,1.7404,0.88
群众,2,19,203,2.3075,6.05,129,2.1106,2.07
金枪鱼,3,24,203,2.3075,6.05,95,1.9777,1.52
过不去,3,15,203,2.3075,6.05,178,2.2504,2.85
毒瘾,2,25,203,2.3075,6.05,146,2.1644,2.34
口气,2,7,203,2.3075,6.05,182,2.2601,2.92
阳,1,6,203,2.3075,6.05,132,2.1206,2.11
到场,2,14,203,2.3075,6.05,174,2.2405,2.79
公关,2,10,203,2.3075,6.05,139,2.143,2.23
闪光,2,11,203,2.3075,6.05,149,2.1732,2.39
昂,1,8,203,2.3075,6.05,93,1.9685,1.49
熊猫,2,25,203,2.3075,6.05,56,1.7482,0.9
散发,2,17,203,2.3075,6.05,186,2.2695,2.98
一瞬间,3,25,203,2.3075,6.05,176,2.2455,2.82
纳米,2,13,203,2.3075,6.05,62,1.7924,0.99
休庭,2,15,203,2.3075,6.05,144,2.1584,2.31
水泥,2,12,203,2.3075,6.05,117,2.0682,1.87
荷尔蒙,3,28,203,2.3075,6.05,148,2.1703,2.37
景色,2,18,203,2.3075,6.05,177,2.248,2.84
气质,2,12,202,2.3054,6.02,166,2.2201,2.66
任命,2,14,202,2.3054,6.02,161,2.2068,2.58
旋律,2,20,202,2.3054,6.02,121,2.0828,1.94
波斯,2,20,202,2.3054,6.02,86,1.9345,1.38
久等,2,15,202,2.3054,6.02,178,2.2504,2.85
巡警,2,25,202,2.3054,6.02,142,2.1523,2.27
再度,2,15,202,2.3054,6.02,169,2.2279,2.71
巫术,2,12,202,2.3054,6.02,86,1.9345,1.38
毒蛇,2,20,202,2.3054,6.02,100,2,1.6
刘易斯,3,26,202,2.3054,6.02,24,1.3802,0.38
车门,2,7,202,2.3054,6.02,158,2.1987,2.53
起见,2,14,202,2.3054,6.02,192,2.2833,3.08
碳,1,14,202,2.3054,6.02,151,2.179,2.42
争议,2,11,202,2.3054,6.02,170,2.2304,2.72
齿,1,8,202,2.3054,6.02,152,2.1818,2.43
拉链,2,20,202,2.3054,6.02,145,2.1614,2.32
戈登,2,16,202,2.3054,6.02,39,1.5911,0.62
琢磨,2,28,202,2.3054,6.02,181,2.2577,2.9
采集,2,20,202,2.3054,6.02,149,2.1732,2.39
大规模,3,25,202,2.3054,6.02,167,2.2227,2.67
皇冠,2,18,202,2.3054,6.02,96,1.9823,1.54
孙女,2,9,202,2.3054,6.02,155,2.1903,2.48
教书,2,15,202,2.3054,6.02,138,2.1399,2.21
宣言,2,16,202,2.3054,6.02,120,2.0792,1.92
品质,2,17,202,2.3054,6.02,161,2.2068,2.58
管闲事,3,29,201,2.3032,5.99,175,2.243,2.8
耗子,2,13,201,2.3032,5.99,87,1.9395,1.39
流感,2,23,201,2.3032,5.99,125,2.0969,2
算数,2,27,201,2.3032,5.99,169,2.2279,2.71
俘虏,2,17,201,2.3032,5.99,123,2.0899,1.97
加把劲,3,19,201,2.3032,5.99,167,2.2227,2.67
堵住,2,18,201,2.3032,5.99,176,2.2455,2.82
颠倒,2,26,201,2.3032,5.99,170,2.2304,2.72
氪,1,11,201,2.3032,5.99,41,1.6128,0.66
随心所欲,4,34,201,2.3032,5.99,171,2.233,2.74
车票,2,15,201,2.3032,5.99,114,2.0569,1.83
天亮,2,13,201,2.3032,5.99,166,2.2201,2.66
上星期,3,24,201,2.3032,5.99,175,2.243,2.8
绝妙,2,16,201,2.3032,5.99,172,2.2355,2.76
现状,2,15,201,2.3032,5.99,180,2.2553,2.88
罐头,2,28,201,2.3032,5.99,143,2.1553,2.29
宫殿,2,22,201,2.3032,5.99,119,2.0755,1.91
等级,2,18,201,2.3032,5.99,166,2.2201,2.66
拿破仑,3,24,201,2.3032,5.99,62,1.7924,0.99
探测器,3,36,201,2.3032,5.99,126,2.1004,2.02
大使馆,3,22,201,2.3032,5.99,109,2.0374,1.75
宽容,2,20,201,2.3032,5.99,160,2.2041,2.56
被盗,2,21,201,2.3032,5.99,145,2.1614,2.32
巴克,2,11,201,2.3032,5.99,48,1.6812,0.77
未经,2,13,201,2.3032,5.99,178,2.2504,2.85
美貌,2,23,201,2.3032,5.99,148,2.1703,2.37
圣诞树,3,22,200,2.301,5.96,103,2.0128,1.65
破碎,2,23,200,2.301,5.96,182,2.2601,2.92
并非如此,4,26,200,2.301,5.96,180,2.2553,2.88
总结,2,18,200,2.301,5.96,181,2.2577,2.9
场上,2,9,200,2.301,5.96,143,2.1553,2.29
彻,1,7,200,2.301,5.96,134,2.1271,2.15
弟,1,7,200,2.301,5.96,76,1.8808,1.22
结实,2,17,200,2.301,5.96,173,2.238,2.77
开关,2,10,200,2.301,5.96,154,2.1875,2.47
爪,1,4,200,2.301,5.96,103,2.0128,1.65
乱跑,2,19,200,2.301,5.96,182,2.2601,2.92
喇叭,2,17,200,2.301,5.96,154,2.1875,2.47
都市,2,15,200,2.301,5.96,144,2.1584,2.31
金牌,2,20,200,2.301,5.96,90,1.9542,1.44
驳回,2,13,200,2.301,5.96,133,2.1239,2.13
特区,2,14,200,2.301,5.96,121,2.0828,1.94
上头,2,8,200,2.301,5.96,178,2.2504,2.85
摩西,2,21,200,2.301,5.96,73,1.8633,1.17
严,1,7,200,2.301,5.96,173,2.238,2.77
初恋,2,17,200,2.301,5.96,105,2.0212,1.68
更为,2,11,200,2.301,5.96,179,2.2529,2.87
学学,2,16,200,2.301,5.96,184,2.2648,2.95
拳王,2,14,200,2.301,5.96,57,1.7559,0.91
复原,2,19,200,2.301,5.96,171,2.233,2.74
温泉,2,21,200,2.301,5.96,95,1.9777,1.52
痛快,2,19,200,2.301,5.96,182,2.2601,2.92
美食,2,18,200,2.301,5.96,159,2.2014,2.55
潜入,2,17,200,2.301,5.96,162,2.2095,2.59
景象,2,23,200,2.301,5.96,166,2.2201,2.66
拒,1,7,199,2.2989,5.93,165,2.2175,2.64
十点,2,11,199,2.2989,5.93,163,2.2122,2.61
冰球,2,17,199,2.2989,5.93,69,1.8388,1.11
民主党,3,20,199,2.2989,5.93,105,2.0212,1.68
莫名其妙,4,31,199,2.2989,5.93,173,2.238,2.77
河边,2,13,199,2.2989,5.93,156,2.1931,2.5
认输,2,17,199,2.2989,5.93,122,2.0864,1.95
追寻,2,15,199,2.2989,5.93,176,2.2455,2.82
不大,2,7,199,2.2989,5.93,177,2.248,2.84
典,1,8,199,2.2989,5.93,66,1.8195,1.06
敬意,2,25,199,2.2989,5.93,172,2.2355,2.76
公交,2,10,199,2.2989,5.93,129,2.1106,2.07
恶毒,2,19,199,2.2989,5.93,168,2.2253,2.69
鲸鱼,2,24,199,2.2989,5.93,111,2.0453,1.78
建筑师,3,26,199,2.2989,5.93,118,2.0719,1.89
肌,1,6,199,2.2989,5.93,133,2.1239,2.13
杀人狂,3,15,199,2.2989,5.93,99,1.9956,1.59
型号,2,14,199,2.2989,5.93,153,2.1847,2.45
绑匪,2,19,199,2.2989,5.93,82,1.9138,1.31
选美,2,18,199,2.2989,5.93,74,1.8692,1.19
旗帜,2,22,199,2.2989,5.93,94,1.9731,1.51
虐,1,9,199,2.2989,5.93,133,2.1239,2.13
服刑,2,14,198,2.2967,5.9,141,2.1492,2.26
百分,2,10,198,2.2967,5.9,168,2.2253,2.69
安保,2,15,198,2.2967,5.9,133,2.1239,2.13
放逐,2,18,198,2.2967,5.9,70,1.8451,1.12
期限,2,20,198,2.2967,5.9,165,2.2175,2.64
跳动,2,19,198,2.2967,5.9,168,2.2253,2.69
手续,2,15,198,2.2967,5.9,174,2.2405,2.79
好不容易,4,28,198,2.2967,5.9,180,2.2553,2.88
遗体,2,19,198,2.2967,5.9,122,2.0864,1.95
分歧,2,12,198,2.2967,5.9,168,2.2253,2.69
专栏,2,13,198,2.2967,5.9,100,2,1.6
餐桌,2,26,198,2.2967,5.9,171,2.233,2.74
综合,2,17,198,2.2967,5.9,160,2.2041,2.56
探测,2,20,198,2.2967,5.9,137,2.1367,2.19
维克多,3,24,198,2.2967,5.9,31,1.4914,0.5
洋,1,9,198,2.2967,5.9,93,1.9685,1.49
智力,2,14,198,2.2967,5.9,150,2.1761,2.4
老友,2,10,198,2.2967,5.9,135,2.1303,2.16
婚前,2,20,197,2.2945,5.87,111,2.0453,1.78
补给,2,16,197,2.2945,5.87,127,2.1038,2.03
新奥尔良,4,37,197,2.2945,5.87,92,1.9638,1.47
下毒,2,12,197,2.2945,5.87,123,2.0899,1.97
流动,2,16,197,2.2945,5.87,168,2.2253,2.69
迪斯科,3,29,197,2.2945,5.87,81,1.9085,1.3
用户,2,9,197,2.2945,5.87,121,2.0828,1.94
动用,2,11,197,2.2945,5.87,179,2.2529,2.87
再生,2,11,197,2.2945,5.87,141,2.1492,2.26
优美,2,15,197,2.2945,5.87,162,2.2095,2.59
打中,2,9,197,2.2945,5.87,168,2.2253,2.69
处死,2,11,197,2.2945,5.87,141,2.1492,2.26
园,1,7,197,2.2945,5.87,85,1.9294,1.36
歉意,2,27,197,2.2945,5.87,184,2.2648,2.95
黑洞,2,21,197,2.2945,5.87,69,1.8388,1.11
总监,2,19,197,2.2945,5.87,112,2.0492,1.79
筹款,2,25,197,2.2945,5.87,96,1.9823,1.54
百分之百,4,19,197,2.2945,5.87,178,2.2504,2.85
协定,2,14,197,2.2945,5.87,129,2.1106,2.07
芝士,2,9,197,2.2945,5.87,121,2.0828,1.94
愧疚,2,20,197,2.2945,5.87,171,2.233,2.74
上百,2,9,197,2.2945,5.87,188,2.2742,3.01
当选,2,15,197,2.2945,5.87,107,2.0294,1.71
木屋,2,13,197,2.2945,5.87,103,2.0128,1.65
年头,2,11,197,2.2945,5.87,186,2.2695,2.98
俱,1,10,197,2.2945,5.87,170,2.2304,2.72
增强,2,27,197,2.2945,5.87,157,2.1959,2.51
谋,1,11,197,2.2945,5.87,185,2.2672,2.96
同居,2,14,197,2.2945,5.87,139,2.143,2.23
古代,2,10,196,2.2923,5.84,151,2.179,2.42
野营,2,22,196,2.2923,5.84,103,2.0128,1.65
时间表,3,22,196,2.2923,5.84,151,2.179,2.42
哀悼,2,20,196,2.2923,5.84,162,2.2095,2.59
书面,2,13,196,2.2923,5.84,170,2.2304,2.72
胜利者,3,24,196,2.2923,5.84,132,2.1206,2.11
烤箱,2,25,196,2.2923,5.84,148,2.1703,2.37
侦察,2,22,196,2.2923,5.84,128,2.1072,2.05
搭讪,2,17,196,2.2923,5.84,159,2.2014,2.55
转动,2,14,196,2.2923,5.84,145,2.1614,2.32
悚,1,10,196,2.2923,5.84,159,2.2014,2.55
提案,2,22,196,2.2923,5.84,84,1.9243,1.35
受苦,2,16,196,2.2923,5.84,169,2.2279,2.71
反常,2,15,196,2.2923,5.84,176,2.2455,2.82
原先,2,16,196,2.2923,5.84,167,2.2227,2.67
邦德,2,21,196,2.2923,5.84,35,1.5441,0.56
肺部,2,18,196,2.2923,5.84,121,2.0828,1.94
预告,2,17,196,2.2923,5.84,159,2.2014,2.55
哪边,2,14,196,2.2923,5.84,166,2.2201,2.66
坦,1,8,196,2.2923,5.84,72,1.8573,1.15
武,1,8,196,2.2923,5.84,66,1.8195,1.06
热闹,2,18,196,2.2923,5.84,172,2.2355,2.76
最先,2,18,195,2.29,5.81,169,2.2279,2.71
陆战,2,16,195,2.29,5.81,57,1.7559,0.91
导,1,6,195,2.29,5.81,134,2.1271,2.15
黑夜,2,20,195,2.29,5.81,157,2.1959,2.51
肢体,2,15,195,2.29,5.81,153,2.1847,2.45
遥控,2,24,195,2.29,5.81,120,2.0792,1.92
骷髅,2,32,195,2.29,5.81,86,1.9345,1.38
壁炉,2,24,195,2.29,5.81,141,2.1492,2.26
壶,1,10,195,2.29,5.81,152,2.1818,2.43
缝合,2,19,195,2.29,5.81,131,2.1173,2.1
癌,1,17,195,2.29,5.81,112,2.0492,1.79
低头,2,12,195,2.29,5.81,159,2.2014,2.55
景,1,12,195,2.29,5.81,94,1.9731,1.51
优,1,6,195,2.29,5.81,104,2.017,1.67
莫莉,2,20,195,2.29,5.81,15,1.1761,0.24
恋情,2,21,195,2.29,5.81,152,2.1818,2.43
冰冷,2,13,194,2.2878,5.78,168,2.2253,2.69
煎熬,2,27,194,2.2878,5.78,175,2.243,2.8
松子,2,11,194,2.2878,5.78,83,1.9191,1.33
绷,1,11,194,2.2878,5.78,139,2.143,2.23
时报,2,14,194,2.2878,5.78,117,2.0682,1.87
重演,2,23,194,2.2878,5.78,157,2.1959,2.51
威尼斯,3,26,194,2.2878,5.78,82,1.9138,1.31
放出,2,13,194,2.2878,5.78,171,2.233,2.74
手镯,2,22,194,2.2878,5.78,97,1.9868,1.55
适用,2,14,194,2.2878,5.78,162,2.2095,2.59
尽力而为,4,18,194,2.2878,5.78,177,2.248,2.84
乌鸦,2,13,194,2.2878,5.78,103,2.0128,1.65
失落,2,17,194,2.2878,5.78,168,2.2253,2.69
艾滋病,3,27,194,2.2878,5.78,82,1.9138,1.31
刑,1,6,194,2.2878,5.78,158,2.1987,2.53
工会,2,9,194,2.2878,5.78,100,2,1.6
耽搁,2,22,194,2.2878,5.78,173,2.238,2.77
壳,1,7,194,2.2878,5.78,148,2.1703,2.37
尤,1,4,194,2.2878,5.78,88,1.9445,1.41
高中生,3,19,194,2.2878,5.78,146,2.1644,2.34
有幸,2,14,194,2.2878,5.78,179,2.2529,2.87
围绕,2,16,194,2.2878,5.78,179,2.2529,2.87
弄清,2,18,194,2.2878,5.78,168,2.2253,2.69
送命,2,17,194,2.2878,5.78,154,2.1875,2.47
略,1,11,194,2.2878,5.78,163,2.2122,2.61
看作,2,16,193,2.2856,5.75,177,2.248,2.84
最为,2,16,193,2.2856,5.75,161,2.2068,2.58
砖,1,9,193,2.2856,5.75,111,2.0453,1.78
空虚,2,19,193,2.2856,5.75,155,2.1903,2.48
旨意,2,19,193,2.2856,5.75,138,2.1399,2.21
延长,2,10,193,2.2856,5.75,172,2.2355,2.76
回电,2,11,193,2.2856,5.75,153,2.1847,2.45
照料,2,23,193,2.2856,5.75,157,2.1959,2.51
东方,2,9,193,2.2856,5.75,142,2.1523,2.27
反感,2,17,193,2.2856,5.75,164,2.2148,2.63
乌,1,4,193,2.2856,5.75,84,1.9243,1.35
索菲,2,21,193,2.2856,5.75,24,1.3802,0.38
潜,1,15,193,2.2856,5.75,124,2.0934,1.99
亿万,2,6,193,2.2856,5.75,151,2.179,2.42
光彩,2,17,193,2.2856,5.75,173,2.238,2.77
法师,2,14,193,2.2856,5.75,84,1.9243,1.35
安德鲁,3,33,193,2.2856,5.75,44,1.6435,0.7
颤抖,2,26,193,2.2856,5.75,165,2.2175,2.64
外公,2,9,192,2.2833,5.72,101,2.0043,1.62
苍白,2,12,192,2.2833,5.72,165,2.2175,2.64
芙,1,7,192,2.2833,5.72,66,1.8195,1.06
置于,2,16,192,2.2833,5.72,173,2.238,2.77
延,1,6,192,2.2833,5.72,106,2.0253,1.7
二级,2,8,192,2.2833,5.72,112,2.0492,1.79
养活,2,18,192,2.2833,5.72,177,2.248,2.84
踪迹,2,24,192,2.2833,5.72,163,2.2122,2.61
沟,1,7,192,2.2833,5.72,143,2.1553,2.29
兼职,2,21,192,2.2833,5.72,165,2.2175,2.64
没完,2,14,192,2.2833,5.72,179,2.2529,2.87
动人,2,8,192,2.2833,5.72,172,2.2355,2.76
视为,2,12,192,2.2833,5.72,170,2.2304,2.72
巨型,2,13,192,2.2833,5.72,124,2.0934,1.99
欧元,2,12,192,2.2833,5.72,60,1.7782,0.96
品位,2,16,192,2.2833,5.72,168,2.2253,2.69
否决,2,13,192,2.2833,5.72,129,2.1106,2.07
交代,2,11,192,2.2833,5.72,162,2.2095,2.59
恨死,2,15,192,2.2833,5.72,176,2.2455,2.82
忙碌,2,19,192,2.2833,5.72,179,2.2529,2.87
排斥,2,16,192,2.2833,5.72,161,2.2068,2.58
活命,2,17,192,2.2833,5.72,162,2.2095,2.59
郊区,2,12,191,2.281,5.69,151,2.179,2.42
透顶,2,18,191,2.281,5.69,179,2.2529,2.87
地产,2,12,191,2.281,5.69,142,2.1523,2.27
设想,2,19,191,2.281,5.69,171,2.233,2.74
利息,2,17,191,2.281,5.69,117,2.0682,1.87
伸展,2,17,191,2.281,5.69,106,2.0253,1.7
脱光,2,17,191,2.281,5.69,158,2.1987,2.53
贤,1,8,191,2.281,5.69,43,1.6335,0.69
用处,2,10,191,2.281,5.69,181,2.2577,2.9
浑,1,9,191,2.281,5.69,142,2.1523,2.27
坐坐,2,14,191,2.281,5.69,175,2.243,2.8
重力,2,11,191,2.281,5.69,107,2.0294,1.71
雅各布,3,23,191,2.281,5.69,28,1.4472,0.45
咻,1,9,191,2.281,5.69,127,2.1038,2.03
大屠杀,3,20,191,2.281,5.69,155,2.1903,2.48
至极,2,13,191,2.281,5.69,173,2.238,2.77
行走,2,13,191,2.281,5.69,161,2.2068,2.58
营业,2,16,191,2.281,5.69,160,2.2041,2.56
终究,2,15,191,2.281,5.69,177,2.248,2.84
充电,2,11,191,2.281,5.69,118,2.0719,1.89
主宰,2,15,191,2.281,5.69,157,2.1959,2.51
烟花,2,17,191,2.281,5.69,50,1.699,0.8
痊愈,2,24,191,2.281,5.69,165,2.2175,2.64
父子,2,7,191,2.281,5.69,151,2.179,2.42
每月,2,11,191,2.281,5.69,166,2.2201,2.66
花生酱,3,25,190,2.2788,5.66,129,2.1106,2.07
联赛,2,26,190,2.2788,5.66,101,2.0043,1.62
堡垒,2,21,190,2.2788,5.66,112,2.0492,1.79
咳嗽,2,23,190,2.2788,5.66,142,2.1523,2.27
阳性,2,14,190,2.2788,5.66,124,2.0934,1.99
许诺,2,16,190,2.2788,5.66,149,2.1732,2.39
瘀,1,13,190,2.2788,5.66,127,2.1038,2.03
教父,2,15,190,2.2788,5.66,112,2.0492,1.79
偷窥,2,24,190,2.2788,5.66,154,2.1875,2.47
改编,2,19,190,2.2788,5.66,156,2.1931,2.5
稿,1,15,190,2.2788,5.66,135,2.1303,2.16
北边,2,10,190,2.2788,5.66,158,2.1987,2.53
悍,1,10,190,2.2788,5.66,105,2.0212,1.68
橘子,2,19,190,2.2788,5.66,122,2.0864,1.95
议案,2,15,190,2.2788,5.66,66,1.8195,1.06
指南,2,18,189,2.2765,5.63,120,2.0792,1.92
楼顶,2,21,189,2.2765,5.63,123,2.0899,1.97
内在,2,10,189,2.2765,5.63,152,2.1818,2.43
粗暴,2,26,189,2.2765,5.63,161,2.2068,2.58
贫穷,2,15,189,2.2765,5.63,148,2.1703,2.37
佩,1,8,189,2.2765,5.63,92,1.9638,1.47
炫,1,9,189,2.2765,5.63,133,2.1239,2.13
雪橇,2,27,189,2.2765,5.63,89,1.9494,1.43
不怎么,3,16,189,2.2765,5.63,173,2.238,2.77
斗士,2,7,189,2.2765,5.63,136,2.1335,2.18
延续,2,17,189,2.2765,5.63,152,2.1818,2.43
画像,2,21,189,2.2765,5.63,124,2.0934,1.99
挑逗,2,19,189,2.2765,5.63,151,2.179,2.42
视力,2,10,189,2.2765,5.63,138,2.1399,2.21
唐娜,2,19,189,2.2765,5.63,14,1.1461,0.22
帅哥,2,15,189,2.2765,5.63,158,2.1987,2.53
人身,2,9,189,2.2765,5.63,150,2.1761,2.4
爱好者,3,24,189,2.2765,5.63,148,2.1703,2.37
翻过,2,24,189,2.2765,5.63,162,2.2095,2.59
几十,2,4,189,2.2765,5.63,176,2.2455,2.82
瞄,1,13,189,2.2765,5.63,137,2.1367,2.19
西北,2,11,189,2.2765,5.63,137,2.1367,2.19
遥控器,3,40,189,2.2765,5.63,131,2.1173,2.1
进度,2,16,188,2.2742,5.6,172,2.2355,2.76
烦心,2,14,188,2.2742,5.6,174,2.2405,2.79
消费,2,19,188,2.2742,5.6,133,2.1239,2.13
忍耐,2,16,188,2.2742,5.6,148,2.1703,2.37
问话,2,14,188,2.2742,5.6,161,2.2068,2.58
题目,2,20,188,2.2742,5.6,130,2.1139,2.08
灭绝,2,14,188,2.2742,5.6,144,2.1584,2.31
栅栏,2,18,188,2.2742,5.6,138,2.1399,2.21
弹壳,2,18,188,2.2742,5.6,96,1.9823,1.54
国度,2,17,188,2.2742,5.6,142,2.1523,2.27
生前,2,14,188,2.2742,5.6,155,2.1903,2.48
手淫,2,15,188,2.2742,5.6,114,2.0569,1.83
把柄,2,16,188,2.2742,5.6,154,2.1875,2.47
样品,2,19,188,2.2742,5.6,154,2.1875,2.47
棉花,2,19,188,2.2742,5.6,121,2.0828,1.94
机上,2,9,188,2.2742,5.6,129,2.1106,2.07
窗子,2,15,188,2.2742,5.6,148,2.1703,2.37
